나이,연봉,재산,예금,자동차배기량,자녀수,신청금액,신청기간월,학력점수,결혼점수,회사규모점수,대출분류점수,승인여부
61,104555282,312513393,144833981,1600,2,171336458,84,3,4,3,8,1
37,47603416,427008166,115005091,2000,0,37934061,60,6,7,10,7,1
34,35860963,401229907,21837799,2500,3,177441621,24,6,4,4,5,0
63,111179827,20687191,35639285,0,3,93099728,36,6,7,5,5,1
51,34747306,189443545,8261628,0,0,58283856,48,3,7,10,5,0
40,149598198,17358076,161847614,0,4,129859645,36,10,5,5,6,1
38,43848812,51037462,110340950,2500,3,47255489,36,8,7,7,7,1
40,97238442,300705361,63349729,0,4,176532098,120,8,5,3,5,1
49,73478694,436910910,25268980,1000,2,126715917,48,3,4,7,5,0
47,36430234,59912379,96809175,0,3,31524266,60,6,4,7,7,0
58,23619707,225544643,105052269,1000,2,116276530,48,10,5,10,5,1
47,100955196,455439452,140389700,2000,3,104522353,60,6,5,5,5,1
44,124878483,407150491,193987442,3500,2,96933828,84,6,7,7,5,1
30,129462035,259833948,86989106,1000,3,76170304,120,10,5,9,4,1
33,82752751,385785719,81206841,1600,1,97470076,48,6,7,10,5,1
22,121069210,261346887,73986000,2000,2,119272239,60,6,7,3,8,1
22,107470127,79046168,165384781,1600,3,148046016,60,6,7,5,5,1
55,114153088,62368056,31263444,3000,1,183985738,12,6,7,9,5,0
53,84037870,94184116,68762580,1600,0,13654898,120,8,7,7,5,1
46,102343526,175461047,144994160,1000,0,116022083,12,6,5,10,7,1
61,124718368,465264633,3138987,3500,4,151634925,36,6,7,4,5,1
22,71724942,399839206,57876144,1600,3,27533056,48,6,4,3,7,1
37,124777257,216400780,128289432,0,1,182742069,60,6,5,5,5,1
60,96962189,246538354,37190419,0,4,52773003,12,6,7,10,4,1
26,41567133,132804728,60542113,3500,0,167499724,36,6,5,5,8,0
43,23208940,352176478,97209014,2000,0,134091299,36,10,7,7,7,0
50,67157968,401382835,84404713,1600,2,114111585,36,6,5,5,5,1
24,91070522,119452347,21205437,2500,1,174502262,12,6,7,5,5,0
33,129176645,20910811,187647064,1600,0,194000725,84,6,7,3,7,1
47,36573138,311944471,8858544,1000,2,199440518,24,6,7,2,6,0
37,124026825,281256059,149948551,2000,0,138239797,120,6,7,10,5,1
58,132191175,201065577,14284554,2000,2,71130562,120,10,5,4,5,1
43,39589373,321946970,93459160,1600,1,175566353,84,6,5,7,5,1
50,130707261,275306648,35082258,0,4,132597920,84,8,5,7,5,1
35,148888963,125290788,28219559,0,2,68049193,36,6,7,4,4,1
49,114489048,198864487,25179595,2000,2,186811103,120,3,7,3,5,1
26,122020058,214056784,90557327,2500,0,150791827,120,8,5,2,5,1
51,149273984,440123997,103096981,2000,4,93301421,24,6,7,3,7,1
26,98712562,480452077,26676898,2500,0,93625665,24,6,5,7,6,1
33,60025229,446500681,195879146,2000,0,199206071,24,6,7,7,5,1
37,128879008,359589012,51553177,2500,0,77873275,36,3,5,3,5,1
47,99883151,292496366,91768267,0,4,23345732,60,6,4,5,7,1
47,95555405,344630817,43253911,1000,3,110019496,24,10,7,7,7,1
42,52972622,469554610,98784529,1600,4,177546539,12,3,7,5,5,1
60,118323455,124999367,151203316,0,2,118981358,12,10,5,9,7,1
57,30616745,267560253,104220402,2000,0,159652057,24,6,5,3,5,0
54,140157319,344804009,57129774,3000,3,15698616,24,6,7,5,5,1
51,62357049,339623500,49679321,1600,1,136311974,24,3,7,2,5,0
58,36610704,126139479,151786881,3000,1,20442852,120,6,5,3,5,0
44,77507649,293365763,23647635,1600,0,113489552,12,3,7,10,8,0
31,25521088,397956571,73993298,1600,0,102064649,48,3,7,10,7,0
26,109001405,237539490,30296543,2000,2,189392862,60,2,5,5,5,1
57,137351716,396649038,51595165,0,0,30830558,48,8,7,5,5,1
55,128844190,179941298,30536646,1000,0,6850824,12,8,4,3,5,1
52,36558031,469380063,177354501,1600,2,31784176,12,3,5,9,5,1
31,36415247,266964220,146380839,3000,0,38287697,36,10,7,7,5,1
40,125746482,297973975,112185449,2000,0,53927736,48,6,7,3,5,1
53,140153055,15680784,44885044,1000,3,163942307,24,10,4,5,7,1
22,79887077,85134568,102045365,0,0,78491762,84,3,5,5,5,0
26,84866245,316466940,104166641,3500,2,168947729,120,6,4,3,5,1
25,61374065,209935185,118080745,1600,1,58027102,24,2,5,5,4,0
37,136254465,254081895,12017031,3000,0,172805518,12,6,7,4,7,1
45,103837377,31485704,194580394,1600,2,6577636,36,10,7,10,5,1
37,57472705,417067619,93087794,2000,0,187234416,48,6,5,5,4,0
23,58841773,392252801,185306354,2000,0,150479598,36,6,7,5,7,1
49,135856009,92676987,1961622,1000,0,85482443,60,10,7,5,8,1
53,21772423,317164678,49511679,2000,0,117580328,36,6,5,7,5,0
48,61954454,409157605,20799114,1600,1,186938270,60,8,5,4,7,1
41,92066368,320427068,153923235,2000,0,118599262,120,6,5,10,8,1
45,39268270,155199047,64025009,2500,0,49570862,48,6,7,10,5,1
33,31972838,328055575,168098501,0,3,116710411,24,6,7,7,7,0
56,125985923,105230873,166477073,2000,0,174932222,60,6,7,3,6,1
54,136272570,159127498,133558958,0,0,197552745,24,8,5,10,8,1
54,127068834,120034826,133156360,0,2,118896237,120,6,7,3,7,1
64,136842425,278462551,140031938,2000,3,35350809,120,6,7,10,7,1
58,91904556,54113323,134752766,0,0,155491726,36,8,5,5,5,0
33,125593555,466655190,77381671,1600,0,199397712,36,6,5,3,4,1
24,69925542,166756176,136565528,0,1,97359009,120,10,7,7,6,1
22,106614821,109485063,179481393,1000,1,79827889,48,2,7,7,6,0
54,148548619,248274906,66514698,0,0,112737625,24,3,7,7,5,1
61,49344604,138498909,188977805,0,0,37129405,48,3,4,4,7,0
31,70686967,267452043,2716317,2500,0,194400259,60,3,7,7,7,0
64,82406159,174254574,69816507,2000,0,168475263,36,8,7,5,5,0
65,37942013,66033405,26419680,3000,0,27033188,36,6,7,10,7,0
50,30535019,132947621,25323965,0,2,189290891,36,8,5,5,5,0
34,127863972,219219922,163085898,2000,0,188849794,84,6,7,4,8,1
33,146983268,15146613,183673662,2000,1,66689176,36,8,4,10,4,1
52,72614258,385321263,155551650,0,1,125732702,120,8,4,3,5,1
23,31394478,310912282,195323143,2000,0,26597085,36,2,7,9,6,1
56,28555528,300679803,43265794,2000,2,21417323,60,6,5,7,8,0
44,135871366,273024965,28159982,1600,4,102849939,60,6,5,3,4,1
38,80295852,295156586,104140756,2000,0,14687223,120,3,5,5,7,1
47,61603551,467325976,165807522,1600,0,175603863,48,6,7,4,4,1
29,81939965,4284605,7967818,1000,2,185978599,12,6,5,5,5,0
50,61379532,23899854,199113132,1600,0,18124750,36,2,7,9,6,1
47,83574650,95746704,120449185,2500,3,14220520,36,8,7,5,5,1
31,131742331,83650689,195788362,1000,0,48176475,12,6,5,3,8,1
47,96999178,90597229,73016326,1600,2,186341879,48,8,7,3,5,1
55,110304990,335971942,91604764,2000,0,154957852,60,6,5,7,7,1
62,67407187,229741650,150472288,2000,0,136917068,36,3,7,7,7,0
28,116005764,495889439,158540090,2000,0,156387705,48,8,5,3,7,1
25,106660221,113442957,46606610,0,2,43897972,12,2,7,5,5,0
32,35543059,155415050,185960217,2000,2,55034730,60,3,7,9,8,1
50,94443570,492120358,173484624,1600,4,66937583,60,8,7,9,4,1
57,53376654,415879070,3641060,1600,0,122987853,48,10,7,4,5,1
46,124532437,234899610,25713621,1600,2,123602912,24,3,7,5,6,1
42,75371902,277298442,99219421,2000,1,45678506,24,6,5,7,7,1
57,149308941,421588960,92191102,2500,1,90161798,84,8,7,9,7,1
31,32025056,240490123,141678171,2000,0,139553878,84,8,5,10,7,1
58,121445222,103011861,17942275,1600,1,65375761,24,6,7,5,8,1
30,107581225,414222269,128971061,1000,2,19718030,120,6,5,5,7,1
45,119774847,268886245,123273986,0,3,43491045,12,6,5,2,6,1
56,59978873,76521298,46723919,3500,1,37123445,24,8,4,10,7,0
56,83967083,252792915,108478792,1600,0,128228843,48,6,5,9,6,1
57,123546107,206601690,44441441,1600,2,18367052,60,3,5,5,5,1
39,50230373,438421265,29384605,2000,4,177526167,48,8,7,10,6,1
60,49384315,63027715,114626986,0,1,21455492,48,6,5,3,5,0
53,91636623,437604902,195494855,2500,3,121592398,36,10,4,10,8,1
45,88063265,256105508,47386669,2000,4,186258863,12,10,4,7,5,0
44,56694121,202182214,71067229,2000,1,17172471,60,8,5,3,8,1
53,58749834,80983592,51314645,0,2,79705451,36,2,5,7,5,0
58,56119871,350408981,53291964,1600,1,68949429,120,2,5,5,5,0
33,120296568,463403354,80838426,0,2,72120710,12,6,7,5,5,1
34,104747112,187688676,140371102,1600,0,122060735,60,8,5,5,6,1
44,128214233,120792500,7760904,2000,1,56110103,36,8,7,3,5,1
46,146811493,277433458,191424839,0,0,10327976,84,6,7,7,4,1
56,81641358,398092974,9255975,2000,2,192643632,24,3,7,7,6,0
62,28670204,1883847,176250636,1600,3,151011317,48,6,5,7,7,0
51,26252000,315688718,178875619,2500,1,31349880,84,3,7,5,5,1
38,58436455,298258000,104897837,1600,0,93755586,24,6,7,5,5,1
41,141230796,159076092,27399365,1000,3,17230737,60,3,7,10,8,1
46,88017697,225711501,113029194,1000,0,10431984,84,10,5,3,5,1
43,55332247,123481612,125726431,2500,3,14264787,84,6,7,9,6,1
34,71891683,394942868,171551791,1600,2,152376657,36,6,7,3,5,1
40,97817363,317267466,110179075,1600,2,91760171,36,6,5,10,8,1
57,104883455,266355811,82141879,0,1,169657398,36,6,4,5,7,1
33,40009536,196263099,167658238,1000,0,64516945,48,8,7,3,5,1
62,147014117,145692193,196190359,2500,1,156187738,36,6,7,5,5,1
40,90820389,411368243,129020641,2000,0,20197238,12,6,4,9,8,1
33,37639481,225703835,174877407,0,1,128846090,12,10,7,9,7,1
30,136172582,250723709,119747022,1600,1,75317373,12,6,7,10,8,1
28,29702996,260414365,137957598,0,2,58961360,84,10,7,5,7,1
49,138005606,224183467,137633423,3500,4,163946273,24,6,7,10,7,1
35,149553535,128044213,140957397,1600,1,15124813,60,6,5,7,5,1
52,111056133,60170220,64202688,2000,2,190158634,24,6,5,3,5,0
40,120158138,49268633,115132279,2000,3,158181385,84,3,7,2,4,1
37,63849368,378731261,118827116,2500,0,74343808,24,6,7,9,5,1
26,142404990,111763911,63014325,3000,2,198309933,48,6,7,10,5,1
56,88862815,27836407,69970473,0,0,44485401,84,8,7,9,5,1
33,115210498,398758703,152449353,3500,1,83470732,24,8,7,3,5,1
46,140134003,77030826,116544768,2500,4,177551509,48,6,5,9,4,1
42,146773396,312573045,29842229,1000,4,199377381,120,6,5,9,6,1
57,128316566,169321635,167527397,2500,0,51627000,12,10,5,5,5,1
44,59392275,63240128,176622857,2000,0,149907114,12,3,5,7,6,0
37,145651177,207240489,93228229,2000,3,64617219,24,6,7,10,8,1
60,101655539,7404430,41781486,0,3,154462170,24,6,7,10,5,0
63,140983521,420522491,189521299,2000,2,29430382,120,8,5,4,7,1
60,107893653,256748980,176453912,0,0,70553137,12,6,7,5,5,1
35,59941065,69580005,48876349,2500,2,19624919,120,10,4,5,4,1
52,68103188,118490159,19118747,3500,0,100919899,36,6,7,10,7,0
26,91561331,223987596,88130721,2000,3,141792607,12,6,7,2,8,0
56,122701929,94434691,135279397,1600,1,78830137,120,6,5,10,4,1
44,61337731,134299580,35077717,2000,2,124869800,36,6,7,5,5,0
50,95365051,267192782,102642531,1000,0,115971918,12,6,5,5,7,0
64,64931249,416304506,85083098,2000,1,62446320,60,10,7,10,7,1
32,126050022,200919842,178110229,2000,2,99921746,48,6,7,4,5,1
39,80674652,358487636,85913326,0,1,18458713,48,10,4,5,5,1
33,29973967,438342106,106755278,0,2,94683089,60,6,7,5,8,1
30,41586827,108150470,191057239,2000,2,94346951,36,6,5,3,5,1
31,27943606,403595985,59938353,1600,0,10599992,24,6,7,7,5,1
65,84909382,378701099,57798186,2500,2,105205283,24,6,7,9,5,1
38,33823848,178468648,159919015,1000,2,148850264,48,8,7,9,7,0
59,34838196,494759979,55507797,0,1,93189174,24,10,4,3,7,0
28,142336273,131286185,166373174,2000,0,130974976,36,8,7,5,4,1
34,133445159,127401633,19107121,2000,0,108822088,120,6,7,7,6,1
61,78771257,386129582,22252249,1600,1,158109861,24,3,5,5,7,0
63,148154691,217328659,180264674,2000,0,105318776,12,10,5,7,5,1
30,20024248,165397497,108162456,1600,4,69663757,60,10,4,10,5,1
48,99817329,89331402,143762853,2000,2,166375910,48,6,4,7,7,1
23,100135663,382666215,45057778,0,1,18186175,120,3,5,5,5,1
26,79467597,393160903,33254873,1000,2,61443967,24,8,7,10,5,1
50,71603236,283282001,166990852,0,2,120339464,120,8,7,9,5,1
58,79199807,478656806,71724681,0,1,171925170,36,6,7,4,6,1
59,73944856,159081635,91006523,0,0,19067658,24,6,7,10,7,1
40,114964022,109809522,5594379,0,2,23730321,120,10,5,3,7,1
29,37596206,338733384,77176146,3500,0,60065079,60,6,4,9,7,1
22,45693098,379204320,154087561,0,2,72191531,12,6,7,7,6,0
43,43467369,112452985,164255035,0,0,169489957,84,3,7,10,5,1
38,54121176,38305382,139750957,2500,2,191986127,48,6,7,5,5,0
28,88283594,405258243,138435946,1600,2,8359594,48,10,7,3,6,1
46,34457137,488250986,101247853,1600,0,7994441,36,6,7,7,7,1
25,132862008,322336143,107665865,1600,1,173638014,12,8,7,3,5,1
57,58656999,138933450,148526349,1600,2,31445309,24,6,7,3,6,0
27,41129938,498336304,49460359,1000,2,71170551,24,8,7,4,8,1
52,107830770,446633318,46303413,0,2,58666637,84,6,5,5,7,1
40,24951219,256690323,189984964,2500,3,59964302,120,3,4,5,4,1
65,100595913,412660642,5537977,0,0,69075420,84,10,5,10,6,1
60,110765795,407910261,27893092,0,0,70529005,120,3,7,5,4,1
48,47939149,467399484,114066485,1600,2,125930388,84,6,5,4,4,1
31,25455329,420461921,147566967,1000,1,127612901,36,6,7,9,6,1
47,67273896,321839617,107578216,1600,1,106963939,12,3,5,3,6,0
40,32817249,304651859,71012799,2500,2,172415607,36,3,4,10,5,0
60,35142120,233678644,195595223,3000,4,169906010,60,8,5,10,4,0
24,53053960,313242819,140770537,2000,0,47357393,60,6,7,3,5,1
34,58410830,397608293,166278168,0,0,111009713,24,6,7,9,6,1
49,88896144,484518813,8049374,3500,2,157848232,60,6,5,10,7,1
41,108190945,233643679,47184022,1000,0,174040495,36,6,7,3,5,1
49,97060222,286826601,74834218,0,1,54761225,48,8,4,5,5,1
29,39286843,222402747,36520279,1600,2,101349529,60,10,7,5,6,1
62,42371184,334244310,14579854,2000,0,107380320,120,3,5,4,5,0
60,134240002,314960252,45018332,0,0,141429472,36,6,5,3,5,1
22,92585800,8916895,106727126,2000,0,69400551,48,6,5,7,8,0
24,133091918,270580779,139149049,2500,0,62223100,120,6,5,3,5,1
34,68301046,44243447,154804184,0,2,142591509,48,6,5,4,5,0
49,99872000,13191809,8587230,2000,0,82870419,84,6,4,5,5,1
46,88076244,395598581,85597234,1000,0,5784669,120,3,7,4,6,1
54,61486053,129324931,24442316,1600,1,187880082,84,6,5,10,5,0
59,81088998,170327538,86240077,0,4,34180871,60,3,5,10,7,1
27,85323813,32042293,86795169,2000,3,33983652,12,6,7,5,5,1
65,46100226,89750130,99642337,1000,3,164581331,84,2,5,5,5,0
53,60951348,382802409,178566125,2500,1,70423052,60,6,4,10,6,1
42,122883267,246765415,161019100,3500,0,68994184,60,6,5,5,7,1
37,139052471,440334231,127344169,3000,2,126367104,12,6,4,3,5,1
42,66773232,198621065,177081464,0,1,16512537,60,10,7,5,6,1
32,59906396,134350367,135693723,0,2,51207536,36,6,4,5,6,1
58,45375631,173799907,163770992,1600,0,15387876,12,6,5,3,7,0
57,108203851,356385896,112755660,2000,1,61844384,36,6,5,7,5,1
56,62002961,277502836,105043650,3500,0,174636380,48,10,7,5,5,1
40,148407440,452095603,144819448,2000,0,182319846,12,8,4,10,7,1
41,62339024,301084384,3937862,1600,2,65340155,48,6,7,5,5,1
39,71237686,246509104,138075514,0,2,41579405,84,8,7,5,5,1
62,98433445,392876361,186903643,2500,0,31378817,24,8,5,10,7,1
35,124218958,473766925,142788415,0,3,81911728,120,2,7,10,7,1
36,81037426,177922955,7358744,0,1,166149225,24,10,5,7,8,0
52,74945284,124938105,75577128,2500,3,171269369,36,6,7,5,6,0
22,149432918,308108698,161916260,1600,1,13955956,48,8,5,7,5,1
24,21364173,249436410,191721710,0,2,45799626,48,6,5,7,8,1
37,136358487,494592787,74032671,1000,4,44618199,12,6,7,3,7,1
44,39388307,231180892,168238811,0,2,166543885,24,3,4,7,5,0
32,122170285,37165775,172761975,2000,0,93977001,36,3,7,5,5,1
33,100331102,488684530,24657279,0,0,76837070,36,3,7,9,6,1
31,64440147,421793472,169157693,2500,0,191538148,12,2,4,3,6,1
53,133603744,89125071,64849979,1000,1,185444673,12,3,5,7,5,0
37,21677939,452302626,118647544,1600,2,90820803,84,3,5,5,8,0
29,49469784,170333410,107792423,0,2,30024706,36,6,7,4,5,0
59,93696063,188555992,132610772,0,0,38345679,12,6,7,9,5,1
33,65700493,453195741,148092930,2000,1,26856363,84,10,7,5,7,1
45,99349074,265057782,88176219,2000,2,137698257,48,8,5,5,5,1
49,23134325,68881464,177662164,0,1,113163982,36,6,7,9,7,0
29,35139660,184528079,161899684,1600,2,113545673,60,10,7,10,5,1
49,36522511,361048723,157084218,2500,1,24183681,24,3,5,4,5,1
57,44606873,87092094,91649368,1000,1,159688616,24,2,7,5,8,0
47,79713087,295115598,7514577,0,3,109436714,60,3,7,9,8,1
29,117776730,347637066,98451281,1600,1,22738993,60,8,4,2,6,1
49,137720048,171926787,179689106,2000,2,150690504,120,3,4,7,6,1
49,128598428,346940344,38090031,0,0,196353130,48,10,7,7,5,1
58,45595423,442103675,196518494,1000,0,91030199,36,3,4,7,8,1
62,77349571,236058372,161538124,2000,3,27552651,12,3,5,10,5,1
57,45923507,191454664,141965958,3500,2,24772835,24,10,7,5,5,1
48,54381336,125579200,135431991,1600,3,10046508,60,3,7,5,5,1
38,85461107,302102739,117405176,0,4,155227638,120,8,7,5,4,1
30,28854173,439926024,144134064,1600,0,140330194,36,8,5,4,5,1
54,48362662,162330633,84381111,0,4,118926661,12,6,7,10,5,1
41,141599160,198117762,169057621,0,0,154297718,120,6,5,4,4,1
34,80595118,203312758,139269191,1600,0,199863045,24,10,5,9,6,1
49,77900248,280406170,154250622,3000,2,83360347,36,10,7,5,5,1
50,21893730,114204480,158497484,2500,1,142632993,24,6,7,10,5,0
34,52161967,411105577,18414009,0,3,78546513,48,6,7,10,7,1
56,132618016,147801138,11128154,2000,1,73651287,120,6,7,7,7,1
27,41401695,352681345,160197173,0,1,170929418,24,6,5,3,5,0
39,73966242,256607870,51876804,0,0,117078812,48,6,7,7,5,1
26,21863017,292948801,116393961,3000,1,28519588,48,10,5,3,5,1
46,82183612,89804369,88742171,3000,0,83685619,48,8,7,3,8,1
23,22732743,367511599,4407840,0,0,160328092,12,8,7,5,4,0
31,126549241,94310259,8056251,0,2,188299633,84,6,4,5,6,1
51,127230989,56736818,165425048,0,4,124813485,12,6,7,5,5,0
26,122406484,273339749,121535512,1600,1,81871673,48,8,7,3,7,1
54,56837328,354648568,104768615,2500,0,54136566,36,8,7,10,5,1
22,128840838,25017918,188870416,0,0,87294621,84,8,7,2,5,1
39,90589757,34697657,34623005,1600,0,115302623,84,3,5,4,8,0
53,68595054,401339581,51594167,0,0,5861263,48,6,7,5,7,1
32,101292894,404516349,151347815,0,0,57392175,120,6,7,5,5,1
42,21604335,122652358,155047045,2000,2,135945608,36,6,7,5,5,0
47,38584914,307614101,80979439,2500,0,136279776,24,8,5,5,5,0
46,116498159,221590037,190195686,0,0,132336310,12,6,5,5,6,1
43,51741009,316348020,187650915,0,3,190238760,36,10,7,10,5,1
48,97741185,431439642,2481943,0,2,115866403,84,6,4,7,5,1
34,70063338,39928212,34465580,1600,0,57596969,36,6,7,7,7,1
54,131124751,388992212,164043888,0,2,163264475,36,8,5,5,6,1
55,143813989,246514552,67043336,1600,1,80928581,60,6,5,5,8,1
62,134863414,282063471,19092535,1000,2,51661653,12,8,4,3,5,1
56,55180599,326965680,156999834,0,3,113566059,60,8,7,7,4,1
22,45241172,461311574,90916701,2000,1,61361714,24,10,4,10,8,1
42,81676536,28359976,98482157,0,2,82251207,36,6,5,10,5,1
27,20953439,14738176,37273877,2000,2,140165723,12,3,4,10,5,0
49,23355221,89130890,132179010,1600,2,199209882,84,6,7,10,8,0
38,91927783,493223863,110248263,2500,3,130722660,12,8,4,9,4,1
26,87658422,357538183,41334587,0,1,58913581,12,6,5,4,7,1
52,149295658,307320559,68066301,2000,2,22640780,36,6,7,2,7,1
26,46239438,23519526,119375857,0,3,75583688,84,3,7,10,6,1
59,53553510,439555111,184974451,3500,1,8765583,48,6,7,3,8,1
24,34760283,406378426,184075270,2000,0,95627173,120,8,7,4,6,1
44,139280591,332400021,57581180,1000,2,133696834,48,3,7,4,8,1
58,121115461,169565407,147124195,1000,2,104800215,48,6,4,5,5,1
58,126904084,35252477,155103816,2500,1,173730048,60,3,7,5,6,1
31,137359292,290019243,161764619,3000,0,101339766,36,8,7,3,6,1
31,88236998,359847285,114152456,2500,4,95164111,24,10,7,3,4,1
40,78655114,47120175,2101599,2500,1,65387050,60,6,7,4,4,0
38,62950891,316883829,152335257,2500,1,168334672,12,3,5,10,8,1
42,96597899,143183033,21319489,1600,3,181201740,48,6,5,7,5,0
35,79056191,382122110,23374277,0,1,195694153,12,6,7,2,8,1
30,78703526,269807925,121124960,0,2,196335754,60,6,5,5,8,1
22,141800622,64518393,196704104,2000,2,196182607,84,6,7,3,5,1
34,147924096,263259723,48507894,1600,4,143831988,48,10,7,5,6,1
25,123542970,197868431,129162176,1600,1,114717315,36,10,7,3,4,1
22,118378551,90177984,60730729,0,3,38607170,48,3,4,10,8,0
61,108472561,420757862,179745222,2000,1,154577319,48,3,7,10,6,1
53,41589730,5514224,118703378,0,1,148301628,84,6,5,5,5,0
55,27683756,156064138,41495465,1600,0,169268420,48,6,7,5,8,0
49,109794420,6297519,52426210,1600,1,95177959,60,6,4,5,7,1
52,114742208,48003473,86496146,0,1,179022184,48,8,4,3,5,1
29,26106488,148548109,24408712,2500,3,145141497,84,3,7,5,5,0
60,140646727,27135592,15746673,1600,2,38369440,60,8,5,9,7,1
47,31848283,298315266,136012279,2500,2,45346185,12,6,5,10,4,1
55,57167069,43431453,81433012,0,2,163781776,36,2,7,10,8,0
24,107410675,350856817,145245158,0,0,88010214,48,8,7,9,5,1
33,42083437,26321056,22011640,0,0,53557524,60,8,7,4,8,0
22,27204065,29654447,121973109,0,0,87402417,48,6,7,4,7,0
65,63049043,152662949,88661358,0,0,36468658,48,8,7,10,6,1
26,119576304,448285762,11599730,0,1,178888652,84,3,5,9,8,1
51,73778228,320696624,108960395,2500,2,18950186,48,8,7,3,8,1
51,104886479,385065645,16560854,3000,1,73882095,24,3,7,3,5,1
38,95350482,70776054,165543949,3000,2,113601108,36,3,7,9,5,1
44,22888402,417062716,126391493,3500,1,175360897,36,3,5,5,4,0
36,148510198,4073124,111393506,1600,0,157402033,60,3,5,5,5,1
58,25385651,106528675,26693800,1600,0,9372598,12,6,7,5,7,0
42,145814355,308046160,57491422,0,2,165923387,12,2,5,3,4,1
35,91482343,187623204,98575179,0,0,129433412,12,6,7,3,4,0
23,145210673,492096695,126656702,2000,1,31002937,48,8,7,4,7,1
32,34917967,15169623,36646143,2500,0,125408124,84,3,5,7,5,0
60,83753107,499299083,1773255,2000,2,164489372,60,6,7,3,4,1
